seq	mot	start	end	strand	score	qual	mot.clust
ORR1F	Eomes(T-box)/H9-Eomes-ChIP-Seq(GSE26097)	37	46	-	8.01079492011655	mot	127
ORR1F	Eomes(T-box)/H9-Eomes-ChIP-Seq(GSE26097)	65	74	-	4.49302597246792	proto	127
ORR1F	Eomes(T-box)/H9-Eomes-ChIP-Seq(GSE26097)	78	87	-	4.17176361987277	proto	127
ORR1F	Eomes(T-box)/H9-Eomes-ChIP-Seq(GSE26097)	212	221	-	2.79585101199814	proto	127
ORR1F	Eomes(T-box)/H9-Eomes-ChIP-Seq(GSE26097)	313	322	-	3.39769344293369	proto	127
ORR1F	ERG(ETS)/VCaP-ERG-ChIP-Seq(GSE14097)	118	127	+	6.39873878967354	proto	33
ORR1F	ERG(ETS)/VCaP-ERG-ChIP-Seq(GSE14097)	191	200	-	8.303639198049	mot	33
ORR1F	ERG(ETS)/VCaP-ERG-ChIP-Seq(GSE14097)	220	229	-	6.64424741213741	mot	33
ORR1F	ERG(ETS)/VCaP-ERG-ChIP-Seq(GSE14097)	332	341	-	5.60051156813566	proto	33
ORR1F	Erra(NR)/HepG2-Erra-ChIP-Seq(GSE31477)	28	37	+	4.0933429878743	proto	15
ORR1F	Erra(NR)/HepG2-Erra-ChIP-Seq(GSE31477)	289	298	-	4.78196159377161	proto	15
ORR1F	ERRg(NR)/Kidney-ESRRG-ChIP-Seq(GSE104905)	289	300	+	5.1046379032982	proto	15
ORR1F	ERRg(NR)/Kidney-ESRRG-ChIP-Seq(GSE104905)	146	157	-	3.93208991840733	proto	15
ORR1F	Esrrb(NR)/mES-Esrrb-ChIP-Seq(GSE11431)	289	298	+	5.40203006126501	proto	15
ORR1F	ETS1(ETS)/Jurkat-ETS1-ChIP-Seq(GSE17954)	118	127	+	7.3566085725971	mot	33
ORR1F	ETS1(ETS)/Jurkat-ETS1-ChIP-Seq(GSE17954)	191	200	-	6.35565446996996	proto	33
ORR1F	ETS1(ETS)/Jurkat-ETS1-ChIP-Seq(GSE17954)	220	229	-	6.74866666390216	mot	33
ORR1F	Ets1-distal(ETS)/CD4+-PolII-ChIP-Seq(Barski_et_al.)	333	342	-	5.46193412272043	proto	33
ORR1F	ETS(ETS)/Promoter	117	126	+	4.57882660868215	proto	33
ORR1F	ETS(ETS)/Promoter	192	201	-	6.0157952607653	proto	33
ORR1F	ETS(ETS)/Promoter	221	230	-	4.83994928460936	proto	33
ORR1F	ETS:RUNX(ETS,Runt)/Jurkat-RUNX1-ChIP-Seq(GSE17954)	230	241	-	6.8818306755195	proto	33
ORR1F	ETV1(ETS)/GIST48-ETV1-ChIP-Seq(GSE22441)	117	126	+	6.36147683455541	mot	33
ORR1F	ETV1(ETS)/GIST48-ETV1-ChIP-Seq(GSE22441)	181	190	-	3.86828325014402	proto	33
ORR1F	ETV1(ETS)/GIST48-ETV1-ChIP-Seq(GSE22441)	192	201	-	6.88705290666693	mot	33
ORR1F	ETV1(ETS)/GIST48-ETV1-ChIP-Seq(GSE22441)	221	230	-	6.07003867766479	proto	33
ORR1F	ETV1(ETS)/GIST48-ETV1-ChIP-Seq(GSE22441)	333	342	-	4.84176190210791	proto	33
ORR1F	Etv2(ETS)/ES-ER71-ChIP-Seq(GSE59402)	190	201	+	7.1619299491536	proto	33
ORR1F	Etv2(ETS)/ES-ER71-ChIP-Seq(GSE59402)	219	230	+	6.33737345073825	proto	33
ORR1F	Etv2(ETS)/ES-ER71-ChIP-Seq(GSE59402)	331	342	+	6.36228014893352	proto	33
ORR1F	Etv2(ETS)/ES-ER71-ChIP-Seq(GSE59402)	117	128	-	6.74729602253073	proto	33
ORR1F	ETV4(ETS)/HepG2-ETV4-ChIP-Seq(ENCODE)	118	127	+	4.83841054122195	proto	33
ORR1F	ETV4(ETS)/HepG2-ETV4-ChIP-Seq(ENCODE)	191	200	-	6.47182998546938	mot	33
ORR1F	ETV4(ETS)/HepG2-ETV4-ChIP-Seq(ENCODE)	220	229	-	5.5670740558437	proto	33
ORR1F	ETV4(ETS)/HepG2-ETV4-ChIP-Seq(ENCODE)	236	245	-	3.86493572687505	proto	33
ORR1F	ETV4(ETS)/HepG2-ETV4-ChIP-Seq(ENCODE)	332	341	-	4.38292614555663	proto	33
ORR1F	Fli1(ETS)/CD8-FLI-ChIP-Seq(GSE20898)	191	200	+	5.52492555745859	proto	33
ORR1F	Fli1(ETS)/CD8-FLI-ChIP-Seq(GSE20898)	220	229	+	5.69365681641867	proto	33
ORR1F	Fli1(ETS)/CD8-FLI-ChIP-Seq(GSE20898)	252	261	+	2.9808534975855	proto	33
ORR1F	Fli1(ETS)/CD8-FLI-ChIP-Seq(GSE20898)	332	341	+	5.19419089913949	proto	33
ORR1F	Fli1(ETS)/CD8-FLI-ChIP-Seq(GSE20898)	114	123	-	3.17290179388334	proto	33
ORR1F	Fli1(ETS)/CD8-FLI-ChIP-Seq(GSE20898)	118	127	-	5.34026794734841	proto	33
ORR1F	Fli1(ETS)/CD8-FLI-ChIP-Seq(GSE20898)	377	386	-	3.00653984656785	proto	33
ORR1F	Fosl2(bZIP)/3T3L1-Fosl2-ChIP-Seq(GSE56872)	316	327	+	4.10898448377285	proto	62
ORR1F	FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)	324	333	+	3.49783790472853	proto	115
ORR1F	FOXA1(Forkhead)/MCF7-FOXA1-ChIP-Seq(GSE26831)	324	333	+	3.44490155450274	proto	115
ORR1F	FoxD3(forkhead)/ZebrafishEmbryo-Foxd3.biotin-ChIP-seq(GSE106676)	322	333	-	7.07143183465194	proto	115
ORR1F	Fox:Ebox(Forkhead,bHLH)/Panc1-Foxa2-ChIP-Seq(GSE47459)	156	172	-	4.08621310124115	proto	115
ORR1F	Foxf1(Forkhead)/Lung-Foxf1-ChIP-Seq(GSE77951)	323	334	+	4.51242392992878	proto	115
ORR1F	Foxf1(Forkhead)/Lung-Foxf1-ChIP-Seq(GSE77951)	349	360	-	3.47523121292156	proto	115
ORR1F	Foxh1(Forkhead)/hESC-FOXH1-ChIP-Seq(GSE29422)	345	356	+	6.02292203491453	proto	117
ORR1F	Foxh1(Forkhead)/hESC-FOXH1-ChIP-Seq(GSE29422)	324	335	-	4.07138676282571	proto	117
ORR1F	FOXK1(Forkhead)/HEK293-FOXK1-ChIP-Seq(GSE51673)	336	345	+	4.57590461227752	proto	115
ORR1F	FOXK1(Forkhead)/HEK293-FOXK1-ChIP-Seq(GSE51673)	347	356	+	4.05404137045149	proto	115
ORR1F	FOXK1(Forkhead)/HEK293-FOXK1-ChIP-Seq(GSE51673)	109	118	-	3.29560698670337	proto	115
ORR1F	FOXK1(Forkhead)/HEK293-FOXK1-ChIP-Seq(GSE51673)	327	336	-	4.49451895313024	proto	115
ORR1F	FoxL2(Forkhead)/Ovary-FoxL2-ChIP-Seq(GSE60858)	324	335	+	3.19190436911921	proto	115
ORR1F	FOXM1(Forkhead)/MCF7-FOXM1-ChIP-Seq(GSE72977)	324	333	-	4.9724101997838	proto	115
ORR1F	Foxo1(Forkhead)/RAW-Foxo1-ChIP-Seq(Fan_et_al.)	190	197	+	5.21869307110545	proto	115
ORR1F	GABPA(ETS)/Jurkat-GABPa-ChIP-Seq(GSE17954)	117	126	+	6.12978452093308	proto	33
ORR1F	GABPA(ETS)/Jurkat-GABPa-ChIP-Seq(GSE17954)	181	190	-	4.50939973218115	proto	33
ORR1F	GABPA(ETS)/Jurkat-GABPa-ChIP-Seq(GSE17954)	192	201	-	6.40749715596025	proto	33
ORR1F	GABPA(ETS)/Jurkat-GABPa-ChIP-Seq(GSE17954)	221	230	-	5.95249077356006	proto	33
ORR1F	GABPA(ETS)/Jurkat-GABPa-ChIP-Seq(GSE17954)	237	246	-	4.43925333007794	proto	33
ORR1F	GABPA(ETS)/Jurkat-GABPa-ChIP-Seq(GSE17954)	333	342	-	4.12541798655854	proto	33
ORR1F	Gata2(Zf)/K562-GATA2-ChIP-Seq(GSE18829)	350	359	+	3.96230705452571	proto	66
ORR1F	GATA(Zf),IR3/iTreg-Gata3-ChIP-Seq(GSE20898)	347	366	-	4.31165308195893	proto	54
ORR1F	GATA3(Zf)/iTreg-Gata3-ChIP-Seq(GSE20898)	351	358	-	5.74392923740156	proto	66
ORR1F	Gata4(Zf)/Heart-Gata4-ChIP-Seq(GSE35151)	351	360	-	3.89947568243297	proto	66
ORR1F	Gata6(Zf)/HUG1N-GATA6-ChIP-Seq(GSE51936)	257	266	+	4.60479207277995	proto	66
ORR1F	Gata6(Zf)/HUG1N-GATA6-ChIP-Seq(GSE51936)	351	360	+	5.03395566759342	proto	66
ORR1F	Gata1(Zf)/K562-GATA1-ChIP-Seq(GSE18829)	256	265	-	3.22753433599033	proto	66
ORR1F	Gata1(Zf)/K562-GATA1-ChIP-Seq(GSE18829)	350	359	-	3.84666542653342	proto	66
ORR1F	GFY(?)/Promoter	152	163	-	5.95335650512491	proto	109
ORR1F	Gli2(Zf)/GM2-Gli2-ChIP-Chip(GSE112702)	158	169	+	4.83016388606557	proto	106
ORR1F	GRE(NR),IR3/A549-GR-ChIP-Seq(GSE32465)	153	168	-	4.02643085261641	proto	22
ORR1F	GRE(NR),IR3/RAW264.7-GRE-ChIP-Seq(Unpublished)	154	168	-	5.4856607615296	proto	22
ORR1F	GSC(Homeobox)/FrogEmbryos-GSC-ChIP-Seq(DRA000576)	349	356	+	4.55569003615688	proto	53
ORR1F	GSC(Homeobox)/FrogEmbryos-GSC-ChIP-Seq(DRA000576)	352	359	-	3.87274976464826	proto	53
ORR1F	Hand2(bHLH)/Mesoderm-Hand2-ChIP-Seq(GSE61475)	195	209	-	7.04660383819463	proto	4
ORR1F	HEB(bHLH)/mES-Heb-ChIP-Seq(GSE53233)	35	44	+	5.04076974609655	proto	7
ORR1F	HEB(bHLH)/mES-Heb-ChIP-Seq(GSE53233)	76	85	+	4.26172566078085	proto	7
ORR1F	HEB(bHLH)/mES-Heb-ChIP-Seq(GSE53233)	95	104	+	4.16002145632614	proto	7
ORR1F	HEB(bHLH)/mES-Heb-ChIP-Seq(GSE53233)	218	227	+	3.0842776451303	proto	7
ORR1F	HEB(bHLH)/mES-Heb-ChIP-Seq(GSE53233)	285	294	+	3.38455327254883	proto	7
ORR1F	HEB(bHLH)/mES-Heb-ChIP-Seq(GSE53233)	31	40	-	3.06759348643888	proto	7
ORR1F	HEB(bHLH)/mES-Heb-ChIP-Seq(GSE53233)	33	42	-	3.91453233879928	proto	7
ORR1F	HEB(bHLH)/mES-Heb-ChIP-Seq(GSE53233)	216	225	-	3.77603397227918	proto	7
ORR1F	HEB(bHLH)/mES-Heb-ChIP-Seq(GSE53233)	283	292	-	2.85999731660919	proto	7
ORR1F	HIC1(Zf)/Treg-ZBTB29-ChIP-Seq(GSE99889)	202	209	+	5.37477985985465	proto	82
ORR1F	HIC1(Zf)/Treg-ZBTB29-ChIP-Seq(GSE99889)	78	85	-	4.3119890877883	proto	82
ORR1F	HIC1(Zf)/Treg-ZBTB29-ChIP-Seq(GSE99889)	199	206	-	6.888336544308	mot	82
ORR1F	HIC1(Zf)/Treg-ZBTB29-ChIP-Seq(GSE99889)	384	391	-	4.44424791170312	proto	82
ORR1F	HIF-1a(bHLH)/MCF7-HIF1a-ChIP-Seq(GSE28352)	357	364	-	3.77548303409663	proto	2
ORR1F	HLF(bZIP)/HSC-HLF.Flag-ChIP-Seq(GSE69817)	80	89	+	3.43995236973184	proto	121
ORR1F	HLF(bZIP)/HSC-HLF.Flag-ChIP-Seq(GSE69817)	125	134	+	4.43570251779236	proto	121
ORR1F	HLF(bZIP)/HSC-HLF.Flag-ChIP-Seq(GSE69817)	246	255	+	4.0131649802503	proto	121
ORR1F	HLF(bZIP)/HSC-HLF.Flag-ChIP-Seq(GSE69817)	352	361	+	3.7722976394294	proto	121
ORR1F	HLF(bZIP)/HSC-HLF.Flag-ChIP-Seq(GSE69817)	125	134	-	3.30907489231558	proto	121
ORR1F	HLF(bZIP)/HSC-HLF.Flag-ChIP-Seq(GSE69817)	352	361	-	3.20360076519261	proto	121
ORR1F	HNF4a(NR),DR1/HepG2-HNF4a-ChIP-Seq(GSE25021)	21	36	+	4.21600271358649	proto	14
ORR1F	HNF4a(NR),DR1/HepG2-HNF4a-ChIP-Seq(GSE25021)	162	177	-	4.66627634948083	proto	14
ORR1F	Hnf6b(Homeobox)/LNCaP-Hnf6b-ChIP-Seq(GSE106305)	294	301	+	4.42683609053267	proto	40
ORR1F	Hoxa10(Homeobox)/ChickenMSG-Hoxa10.Flag-ChIP-Seq(GSE86088)	12	21	+	4.09688632854658	proto	43
ORR1F	Hoxa10(Homeobox)/ChickenMSG-Hoxa10.Flag-ChIP-Seq(GSE86088)	111	120	+	5.51272697359504	proto	43
ORR1F	Hoxa10(Homeobox)/ChickenMSG-Hoxa10.Flag-ChIP-Seq(GSE86088)	275	284	+	6.21187238888542	proto	43
ORR1F	Hoxa10(Homeobox)/ChickenMSG-Hoxa10.Flag-ChIP-Seq(GSE86088)	374	383	+	7.65479617347292	mot	43
ORR1F	Hoxa10(Homeobox)/ChickenMSG-Hoxa10.Flag-ChIP-Seq(GSE86088)	185	194	-	4.8666534950561	proto	43
ORR1F	Hoxa10(Homeobox)/ChickenMSG-Hoxa10.Flag-ChIP-Seq(GSE86088)	348	357	-	4.60588065885957	proto	43
ORR1F	Hoxa11(Homeobox)/ChickenMSG-Hoxa11.Flag-ChIP-Seq(GSE86088)	41	50	+	3.34573333148652	proto	43
ORR1F	Hoxa11(Homeobox)/ChickenMSG-Hoxa11.Flag-ChIP-Seq(GSE86088)	90	99	+	2.87875389035654	proto	43
ORR1F	Hoxa11(Homeobox)/ChickenMSG-Hoxa11.Flag-ChIP-Seq(GSE86088)	91	100	+	3.39412715134265	proto	43
ORR1F	Hoxa11(Homeobox)/ChickenMSG-Hoxa11.Flag-ChIP-Seq(GSE86088)	146	155	+	3.46654055525866	proto	43
ORR1F	Hoxa11(Homeobox)/ChickenMSG-Hoxa11.Flag-ChIP-Seq(GSE86088)	147	156	+	4.15776548959816	proto	43
ORR1F	Hoxa11(Homeobox)/ChickenMSG-Hoxa11.Flag-ChIP-Seq(GSE86088)	340	349	+	4.96027367317895	proto	43
ORR1F	Hoxa11(Homeobox)/ChickenMSG-Hoxa11.Flag-ChIP-Seq(GSE86088)	348	357	+	3.26552727267182	proto	43
ORR1F	Hoxa11(Homeobox)/ChickenMSG-Hoxa11.Flag-ChIP-Seq(GSE86088)	365	374	+	3.01145017087316	proto	43
ORR1F	Hoxa11(Homeobox)/ChickenMSG-Hoxa11.Flag-ChIP-Seq(GSE86088)	368	377	+	3.01530741160607	proto	43
ORR1F	Hoxa11(Homeobox)/ChickenMSG-Hoxa11.Flag-ChIP-Seq(GSE86088)	12	21	-	2.76835192653673	proto	43
ORR1F	Hoxa11(Homeobox)/ChickenMSG-Hoxa11.Flag-ChIP-Seq(GSE86088)	105	114	-	2.84487877307729	proto	43
ORR1F	Hoxa11(Homeobox)/ChickenMSG-Hoxa11.Flag-ChIP-Seq(GSE86088)	143	152	-	3.33493991855476	proto	43
ORR1F	Hoxa11(Homeobox)/ChickenMSG-Hoxa11.Flag-ChIP-Seq(GSE86088)	242	251	-	2.97794950797226	proto	43
ORR1F	Hoxa11(Homeobox)/ChickenMSG-Hoxa11.Flag-ChIP-Seq(GSE86088)	305	314	-	4.55470616375996	proto	43
ORR1F	Hoxa11(Homeobox)/ChickenMSG-Hoxa11.Flag-ChIP-Seq(GSE86088)	323	332	-	3.19532441966418	proto	43
ORR1F	Hoxa13(Homeobox)/ChickenMSG-Hoxa13.Flag-ChIP-Seq(GSE86088)	106	115	+	3.07342924914318	proto	43
ORR1F	Hoxa13(Homeobox)/ChickenMSG-Hoxa13.Flag-ChIP-Seq(GSE86088)	324	333	+	3.59724965968116	proto	43
ORR1F	Hoxa13(Homeobox)/ChickenMSG-Hoxa13.Flag-ChIP-Seq(GSE86088)	89	98	-	4.76528237967579	proto	43
ORR1F	Hoxa13(Homeobox)/ChickenMSG-Hoxa13.Flag-ChIP-Seq(GSE86088)	145	154	-	4.83087966216161	proto	43
ORR1F	Hoxa13(Homeobox)/ChickenMSG-Hoxa13.Flag-ChIP-Seq(GSE86088)	339	348	-	6.80425927110324	mot	43
ORR1F	Hoxa13(Homeobox)/ChickenMSG-Hoxa13.Flag-ChIP-Seq(GSE86088)	364	373	-	4.02607102438725	proto	43
ORR1F	Hoxa9(Homeobox)/ChickenMSG-Hoxa9.Flag-ChIP-Seq(GSE86088)	111	120	+	2.96155612774004	proto	43
ORR1F	Hoxa9(Homeobox)/ChickenMSG-Hoxa9.Flag-ChIP-Seq(GSE86088)	275	284	+	3.79490432861853	proto	43
ORR1F	Hoxa9(Homeobox)/ChickenMSG-Hoxa9.Flag-ChIP-Seq(GSE86088)	305	314	+	4.60715038543581	proto	43
ORR1F	Hoxa9(Homeobox)/ChickenMSG-Hoxa9.Flag-ChIP-Seq(GSE86088)	374	383	+	3.13557727977005	proto	43
ORR1F	Hoxa9(Homeobox)/ChickenMSG-Hoxa9.Flag-ChIP-Seq(GSE86088)	91	100	-	4.00726069836244	proto	43
ORR1F	Hoxa9(Homeobox)/ChickenMSG-Hoxa9.Flag-ChIP-Seq(GSE86088)	129	138	-	3.2106206138574	proto	43
ORR1F	Hoxa9(Homeobox)/ChickenMSG-Hoxa9.Flag-ChIP-Seq(GSE86088)	147	156	-	4.57237748248822	proto	43
ORR1F	Hoxa9(Homeobox)/ChickenMSG-Hoxa9.Flag-ChIP-Seq(GSE86088)	340	349	-	4.40984476209195	proto	43
ORR1F	Hoxa9(Homeobox)/ChickenMSG-Hoxa9.Flag-ChIP-Seq(GSE86088)	348	357	-	4.94584689644191	proto	43
ORR1F	HOXB13(Homeobox)/ProstateTumor-HOXB13-ChIP-Seq(GSE56288)	146	155	+	2.33704323623426	proto	43
ORR1F	HOXB13(Homeobox)/ProstateTumor-HOXB13-ChIP-Seq(GSE56288)	340	349	+	6.77515348836845	mot	43
ORR1F	HOXB13(Homeobox)/ProstateTumor-HOXB13-ChIP-Seq(GSE56288)	105	114	-	2.74485936998683	proto	43
ORR1F	HOXB13(Homeobox)/ProstateTumor-HOXB13-ChIP-Seq(GSE56288)	305	314	-	3.97994947027922	proto	43
ORR1F	Hoxb4(Homeobox)/ES-Hoxb4-ChIP-Seq(GSE34014)	247	258	+	4.12786540569801	proto	42
ORR1F	Hoxc9(Homeobox)/Ainv15-Hoxc9-ChIP-Seq(GSE21812)	247	258	-	6.47154749051017	mot	42
ORR1F	Hoxd10(Homeobox)/ChickenMSG-Hoxd10.Flag-ChIP-Seq(GSE86088)	12	21	+	3.91782886208801	proto	43
ORR1F	Hoxd10(Homeobox)/ChickenMSG-Hoxd10.Flag-ChIP-Seq(GSE86088)	305	314	+	4.43374775080625	proto	43
ORR1F	Hoxd10(Homeobox)/ChickenMSG-Hoxd10.Flag-ChIP-Seq(GSE86088)	193	202	-	4.7211167977539	proto	43
ORR1F	Hoxd10(Homeobox)/ChickenMSG-Hoxd10.Flag-ChIP-Seq(GSE86088)	340	349	-	4.56851252681343	proto	43
ORR1F	Hoxd10(Homeobox)/ChickenMSG-Hoxd10.Flag-ChIP-Seq(GSE86088)	348	357	-	4.0999239519228	proto	43
ORR1F	Hoxd11(Homeobox)/ChickenMSG-Hoxd11.Flag-ChIP-Seq(GSE86088)	12	21	+	3.21849212237067	proto	43
ORR1F	Hoxd11(Homeobox)/ChickenMSG-Hoxd11.Flag-ChIP-Seq(GSE86088)	143	152	+	3.54373478614158	proto	43
ORR1F	Hoxd11(Homeobox)/ChickenMSG-Hoxd11.Flag-ChIP-Seq(GSE86088)	242	251	+	3.42003584542681	proto	43
ORR1F	Hoxd11(Homeobox)/ChickenMSG-Hoxd11.Flag-ChIP-Seq(GSE86088)	267	276	+	3.28298733005337	proto	43
ORR1F	Hoxd11(Homeobox)/ChickenMSG-Hoxd11.Flag-ChIP-Seq(GSE86088)	305	314	+	5.49114410966579	proto	43
ORR1F	Hoxd11(Homeobox)/ChickenMSG-Hoxd11.Flag-ChIP-Seq(GSE86088)	320	329	+	2.77076630458617	proto	43
ORR1F	Hoxd11(Homeobox)/ChickenMSG-Hoxd11.Flag-ChIP-Seq(GSE86088)	41	50	-	3.19186128917612	proto	43
ORR1F	Hoxd11(Homeobox)/ChickenMSG-Hoxd11.Flag-ChIP-Seq(GSE86088)	90	99	-	3.92989857452328	proto	43
ORR1F	Hoxd11(Homeobox)/ChickenMSG-Hoxd11.Flag-ChIP-Seq(GSE86088)	91	100	-	4.3270879127453	proto	43
ORR1F	Hoxd11(Homeobox)/ChickenMSG-Hoxd11.Flag-ChIP-Seq(GSE86088)	146	155	-	4.32411497009557	proto	43
ORR1F	Hoxd11(Homeobox)/ChickenMSG-Hoxd11.Flag-ChIP-Seq(GSE86088)	147	156	-	5.05430164786885	proto	43
ORR1F	Hoxd11(Homeobox)/ChickenMSG-Hoxd11.Flag-ChIP-Seq(GSE86088)	185	194	-	2.9307369604388	proto	43
ORR1F	Hoxd11(Homeobox)/ChickenMSG-Hoxd11.Flag-ChIP-Seq(GSE86088)	340	349	-	5.49303857059391	proto	43
ORR1F	Hoxd11(Homeobox)/ChickenMSG-Hoxd11.Flag-ChIP-Seq(GSE86088)	365	374	-	2.88543812531842	proto	43
ORR1F	Hoxd12(Homeobox)/ChickenMSG-Hoxd12.Flag-ChIP-Seq(GSE86088)	295	306	+	3.47067914365067	proto	43
ORR1F	Hoxd12(Homeobox)/ChickenMSG-Hoxd12.Flag-ChIP-Seq(GSE86088)	304	315	+	4.1320515368862	proto	43
ORR1F	Hoxd12(Homeobox)/ChickenMSG-Hoxd12.Flag-ChIP-Seq(GSE86088)	373	384	+	3.75097678450376	proto	43
ORR1F	Hoxd12(Homeobox)/ChickenMSG-Hoxd12.Flag-ChIP-Seq(GSE86088)	339	350	-	3.21772166371777	proto	43
ORR1F	Hoxd12(Homeobox)/ChickenMSG-Hoxd12.Flag-ChIP-Seq(GSE86088)	347	358	-	5.49845976524203	proto	43
ORR1F	Hoxd13(Homeobox)/ChickenMSG-Hoxd13.Flag-ChIP-Seq(GSE86088)	305	314	+	3.1636513496822	proto	43
ORR1F	Hoxd13(Homeobox)/ChickenMSG-Hoxd13.Flag-ChIP-Seq(GSE86088)	90	99	-	3.80954684935762	proto	43
ORR1F	Hoxd13(Homeobox)/ChickenMSG-Hoxd13.Flag-ChIP-Seq(GSE86088)	146	155	-	3.84935309975804	proto	43
ORR1F	Hoxd13(Homeobox)/ChickenMSG-Hoxd13.Flag-ChIP-Seq(GSE86088)	340	349	-	6.47235198680293	mot	43
ORR1F	HRE(HSF)/Striatum-HSF1-ChIP-Seq(GSE38000)	166	180	+	8.44965482794487	mot	26
ORR1F	HRE(HSF)/Striatum-HSF1-ChIP-Seq(GSE38000)	300	314	-	4.89026761912815	proto	26
ORR1F	IRF2(IRF)/Erythroblas-IRF2-ChIP-Seq(GSE36985)	296	307	+	5.33293248106749	proto	36
ORR1F	IRF2(IRF)/Erythroblas-IRF2-ChIP-Seq(GSE36985)	323	334	+	4.92842231418241	proto	36
ORR1F	IRF2(IRF)/Erythroblas-IRF2-ChIP-Seq(GSE36985)	375	386	+	4.74184542056951	proto	36
ORR1F	IRF2(IRF)/Erythroblas-IRF2-ChIP-Seq(GSE36985)	181	192	-	5.26730103296218	proto	36
ORR1F	IRF2(IRF)/Erythroblas-IRF2-ChIP-Seq(GSE36985)	221	232	-	4.08244790265982	proto	36
ORR1F	IRF2(IRF)/Erythroblas-IRF2-ChIP-Seq(GSE36985)	333	344	-	4.07833626840157	proto	36
ORR1F	IRF4(IRF)/GM12878-IRF4-ChIP-Seq(GSE32465)	299	308	+	8.82326033487807	mot	37
ORR1F	IRF4(IRF)/GM12878-IRF4-ChIP-Seq(GSE32465)	378	387	+	4.93360258942137	proto	37
ORR1F	IRF4(IRF)/GM12878-IRF4-ChIP-Seq(GSE32465)	6	15	-	3.97078183756209	proto	37
ORR1F	IRF8(IRF)/BMDM-IRF8-ChIP-Seq(GSE77884)	12	23	+	4.79589187554158	proto	36
ORR1F	Isl1(Homeobox)/Neuron-Isl1-ChIP-Seq(GSE31456)	92	99	+	3.01592009515879	proto	50
ORR1F	Isl1(Homeobox)/Neuron-Isl1-ChIP-Seq(GSE31456)	148	155	+	6.55977377722246	mot	50
ORR1F	Isl1(Homeobox)/Neuron-Isl1-ChIP-Seq(GSE31456)	375	382	+	5.5299436784857	mot	50
ORR1F	JunB(bZIP)/DendriticCells-Junb-ChIP-Seq(GSE36099)	316	325	+	3.37273563757197	proto	62
ORR1F	JunB(bZIP)/DendriticCells-Junb-ChIP-Seq(GSE36099)	317	326	-	3.73958443363454	proto	62
ORR1F	c-Jun-CRE(bZIP)/K562-cJun-ChIP-Seq(GSE31477)	125	136	+	5.4926728108397	proto	124
ORR1F	c-Jun-CRE(bZIP)/K562-cJun-ChIP-Seq(GSE31477)	123	134	-	5.62701776437987	proto	124
ORR1F	c-Jun-CRE(bZIP)/K562-cJun-ChIP-Seq(GSE31477)	199	210	-	4.33685118214792	proto	124
ORR1F	c-Jun-CRE(bZIP)/K562-cJun-ChIP-Seq(GSE31477)	350	361	-	4.99720316717423	proto	124
ORR1F	JunD(bZIP)/K562-JunD-ChIP-Seq	125	136	+	4.73745062710769	proto	124
ORR1F	KLF10(Zf)/HEK293-KLF10.GFP-ChIP-Seq(GSE58341)	95	106	+	4.06308661627045	proto	131
ORR1F	KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)	72	83	+	3.66887739222803	proto	131
ORR1F	KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)	94	105	+	5.87460167858102	proto	131
ORR1F	KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)	135	146	+	4.99533475112389	proto	131
ORR1F	KLF1(Zf)/HUDEP2-KLF1-CutnRun(GSE136251)	95	106	+	9.59239507906403	mot	131
ORR1F	KLF3(Zf)/MEF-Klf3-ChIP-Seq(GSE44748)	93	107	-	5.02486807221458	proto	131
ORR1F	KLF5(Zf)/LoVo-KLF5-ChIP-Seq(GSE49402)	96	105	+	7.80058575262964	mot	131
ORR1F	KLF5(Zf)/LoVo-KLF5-ChIP-Seq(GSE49402)	137	146	+	3.88362486457591	proto	131
ORR1F	KLF6(Zf)/PDAC-KLF6-ChIP-Seq(GSE64557)	95	106	+	5.50625180571932	mot	131
ORR1F	Klf9(Zf)/GBM-Klf9-ChIP-Seq(GSE62211)	94	105	-	5.00586437184263	proto	131
ORR1F	Lhx1(Homeobox)/EmbryoCarcinoma-Lhx1-ChIP-Seq(GSE70957)	128	137	+	4.28973311627452	proto	51
ORR1F	Lhx1(Homeobox)/EmbryoCarcinoma-Lhx1-ChIP-Seq(GSE70957)	274	283	+	3.11766483933137	proto	51
ORR1F	Lhx1(Homeobox)/EmbryoCarcinoma-Lhx1-ChIP-Seq(GSE70957)	347	356	+	4.53536423066484	proto	51
ORR1F	Lhx1(Homeobox)/EmbryoCarcinoma-Lhx1-ChIP-Seq(GSE70957)	373	382	+	4.03894471466582	proto	51
ORR1F	Lhx1(Homeobox)/EmbryoCarcinoma-Lhx1-ChIP-Seq(GSE70957)	130	139	-	4.29022278054196	proto	51
ORR1F	Lhx1(Homeobox)/EmbryoCarcinoma-Lhx1-ChIP-Seq(GSE70957)	206	215	-	3.08444711879165	proto	51
ORR1F	Lhx1(Homeobox)/EmbryoCarcinoma-Lhx1-ChIP-Seq(GSE70957)	375	384	-	4.24828906148916	proto	51
ORR1F	Lhx2(Homeobox)/HFSC-Lhx2-ChIP-Seq(GSE48068)	131	138	+	4.76777047876205	proto	51
